Issue,App Phone Number,Message From,Message URL,Header Color,Short Title,Call In Code Digits,Feedback Form URL
CityVoice,844-800-5227,Message: Joe Reverman at Louisville Metro Planning and Design Services,/assets/welcome.mp3,#6DC6AD,CityVoice,3,http://cityvoice.smartlouisville.com
